facility_id,report_month,rule_id,description,observed
BEN007,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1844, expected=2279.0"
KAD012,2023-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=641, expected=623.0"
RIV015,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2512, expected=2183.0"
AKS002,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=622, expected=664.0"
AKS012,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=511, expected=779.0"
FCT003,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5456, expected=6297.0"
LAG010,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=955, expected=986.0"
AKS013,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=522, expected=588.0"
BEN010,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=744, expected=707.0"
CRS004,2024-01-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=455, expected=458.0"
CRS004,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=459, expected=451.0"
RIV001,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=894, expected=855.0"
LAG005,2022-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1531, expected=1725.0"
NAS004,2022-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=428, expected=453.0"
AKS001,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=322, expected=324.0"
BEN012,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=480, expected=466.0"
BEN015,2023-02-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=816, expected=833.0"
AKS006,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=520, expected=445.0"
AKS013,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=610, expected=536.0"
FCT009,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=457, expected=451.0"
LAG003,2023-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6575, expected=6554.0"
FCT001,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1270, expected=1178.0"
AKS006,2022-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=232, expected=529.0"
KAD006,2023-02-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1611, expected=1605.0"
BEN003,2022-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2588, expected=2431.0"
AKS009,2024-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=235, expected=239.0"
CRS012,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=775, expected=752.0"
KAD007,2023-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1126, expected=1124.0"
RIV004,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=874, expected=879.0"
NAS015,2024-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3262, expected=3242.0"
LAG003,2023-03-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6500, expected=6680.0"
KAD010,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=967, expected=965.0"
KAD009,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=944, expected=849.0"
NAS999,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2441, expected=2292.0"
BEN004,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=368, expected=433.0"
AKS004,2023-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=968, expected=950.0"
CRS003,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5101, expected=5529.0"
FCT007,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4466, expected=4289.0"
AKS002,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=656, expected=611.0"
AKS009,2022-02-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=242, expected=238.0"
FCT010,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=378, expected=413.0"
KAD010,2022-09-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=948, expected=968.0"
LAG005,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1785, expected=1558.0"
BEN004,2022-01-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=351, expected=366.0"
NAS006,2022-03-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1041, expected=945.0"
BEN015,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=766, expected=807.0"
LAG014,2023-03-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1857, expected=1782.0"
FCT004,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1302, expected=1258.0"
NAS003,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1490, expected=1720.0"
NAS999,2022-02-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2386, expected=2400.0"
AKS015,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2422, expected=2475.0"
NAS015,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3389, expected=3304.0"
LAG013,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6071, expected=6099.0"
BEN013,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=763, expected=312.0"
LAG099,2023-12-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1216, expected=2445.0"
KAD005,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=364, expected=284.0"
CRS004,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=451, expected=456.0"
LAG015,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1078, expected=1076.0"
LAG014,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1886, expected=1861.0"
BEN015,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=736, expected=755.0"
RIV003,2024-12-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1075, expected=1058.0"
BEN012,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=460, expected=482.0"
FCT004,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1305, expected=1303.0"
BEN012,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=462, expected=465.0"
CRS012,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=761, expected=770.0"
CRS005,2024-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4175, expected=4178.0"
AKS009,2022-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=240, expected=238.0"
XXX999,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=643, expected=706.0"
BEN005,2023-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=476, expected=603.0"
FCT006,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2188, expected=2293.0"
KAD003,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2958, expected=2635.0"
LAG007,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=631, expected=443.0"
FCT009,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=442, expected=458.0"
AKS008,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=86, expected=83.0"
NAS999,2022-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=355, expected=2390.0"
CRS003,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5532, expected=5073.0"
FCT006,2022-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2304, expected=2175.0"
RIV006,2023-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2525, expected=2718.0"
AKS002,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=601, expected=648.0"
FCT015,2024-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=753, expected=777.0"
FCT005,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=535, expected=507.0"
FCT004,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1348, expected=1303.0"
RIV004,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=855, expected=880.0"
BEN005,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=462, expected=483.0"
AKS006,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=419, expected=246.0"
LAG005,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1770, expected=1792.0"
NAS999,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=968, expected=351.0"
BEN007,2022-01-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2427, expected=1836.0"
RIV008,2023-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4050, expected=4023.0"
BEN015,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=747, expected=733.0"
LAG004,2024-04-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=615, expected=622.0"
NAS011,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2688, expected=2391.0"
RIV004,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=853, expected=847.0"
NAS011,2023-07-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2601, expected=2696.0"
KAD001,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=741, expected=778.0"
FCT008,2024-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4744, expected=5181.0"
BEN006,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=315, expected=320.0"
AKS004,2022-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=988, expected=966.0"
AKS008,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=94, expected=86.0"
BEN004,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=405, expected=351.0"
BEN006,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=330, expected=320.0"
BEN007,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2195, expected=2398.0"
AKS001,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=307, expected=318.0"
NAS002,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=301, expected=306.0"
KAD006,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1590, expected=1615.0"
AKS009,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=235, expected=240.0"
KAD010,2022-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=951, expected=945.0"
RIV014,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=648, expected=621.0"
CRS004,2022-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=467, expected=452.0"
BEN011,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=298, expected=401.0"
RIV006,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2497, expected=2514.0"
BEN001,2024-03-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1774, expected=1650.0"
CRS009,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=821, expected=885.0"
KAD013,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3025, expected=1466.0"
LAG099,2024-07-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6866, expected=1308.0"
FCT001,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1251, expected=1268.0"
FCT013,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1389, expected=1251.0"
LAG009,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2887, expected=2513.0"
CRS013,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=755, expected=725.0"
LAG001,2024-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=403, expected=205.0"
RIV015,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2311, expected=2514.0"
BEN006,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=337, expected=325.0"
CRS005,2023-11-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4245, expected=4170.0"
FCT015,2022-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=879, expected=748.0"
CRS014,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=191, expected=183.0"
CRS007,2023-06-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=300, expected=305.0"
KAD011,2023-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=555, expected=581.0"
NAS015,2023-04-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3168, expected=3376.0"
KAD013,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1439, expected=3037.0"
CRS005,2022-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4586, expected=4262.0"
RIV005,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1498, expected=1261.0"
NAS002,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=305, expected=302.0"
CRS015,2023-05-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=546, expected=504.0"
NAS014,2023-04-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4804, expected=4831.0"
BEN015,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=843, expected=744.0"
LAG010,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=994, expected=963.0"
NAS014,2023-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4750, expected=4779.0"
CRS011,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=481, expected=504.0"
KAD006,2024-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1687, expected=1605.0"
KAD005,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=355, expected=376.0"
XXX999,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=975, expected=679.0"
NAS002,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=317, expected=309.0"
BEN002,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4373, expected=4846.0"
AKS007,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6292, expected=5440.0"
NAS012,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1355, expected=1360.0"
BEN012,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=461, expected=457.0"
BEN015,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=856, expected=846.0"
LAG002,2024-07-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6068, expected=5805.0"
BEN010,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=851, expected=731.0"
CRS015,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=529, expected=541.0"
RIV004,2023-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=849, expected=850.0"
KAD011,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=563, expected=554.0"
CRS001,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=666, expected=685.0"
RIV014,2022-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=625, expected=654.0"
BEN006,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=319, expected=342.0"
BEN009,2024-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=436, expected=471.0"
BEN001,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1769, expected=1773.0"
AKS008,2023-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=85, expected=93.0"
AKS002,2024-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=564, expected=591.0"
FCT002,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=565, expected=581.0"
BEN010,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=699, expected=849.0"
FCT001,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1298, expected=1239.0"
FCT007,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4274, expected=4527.0"
BEN003,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2366, expected=2578.0"
FCT015,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=859, expected=876.0"
KAD010,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=960, expected=939.0"
CRS006,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1329, expected=1368.0"
LAG099,2024-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=457, expected=6870.0"
AKS015,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2486, expected=2433.0"
FCT006,2023-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2217, expected=2287.0"
BEN003,2024-04-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2376, expected=2368.0"
RIV015,2023-02-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2387, expected=2304.0"
RIV010,2022-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3398, expected=2947.0"
RIV011,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=874, expected=869.0"
NAS015,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3217, expected=3136.0"
LAG008,2024-05-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=721, expected=845.0"
AKS010,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1580, expected=1576.0"
CRS005,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4569, expected=4551.0"
AKS009,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=226, expected=232.0"
RIV013,2024-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2125, expected=2137.0"
BEN012,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=460, expected=459.0"
CRS012,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=821, expected=758.0"
RIV007,2022-06-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=711, expected=715.0"
LAG014,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1681, expected=1881.0"
BEN007,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2016, expected=2322.0"
BEN006,2022-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=303, expected=317.0"
FCT011,2022-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2237, expected=2317.0"
CRS012,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=766, expected=814.0"
BEN015,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=894, expected=844.0"
NAS015,2023-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3181, expected=3205.0"
FCT015,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=741, expected=859.0"
AKS004,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1018, expected=971.0"
LAG001,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=225, expected=412.0"
BEN003,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2399, expected=2354.0"
AKS002,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=592, expected=560.0"
AKS003,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=161, expected=138.0"
CRS011,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=457, expected=499.0"
AKS011,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=298, expected=336.0"
FCT011,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1967, expected=2198.0"
RIV007,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=607, expected=704.0"
BEN008,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6224, expected=6255.0"
BEN008,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6258, expected=6199.0"
KAD003,2022-03-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2590, expected=2929.0"
NAS006,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=931, expected=1049.0"
FCT007,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4124, expected=4243.0"
CRS013,2022-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=850, expected=751.0"
LAG015,2023-07-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1086, expected=1084.0"
KAD005,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=325, expected=365.0"
TMP001,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=871, expected=2218.0"
AKS004,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=958, expected=1017.0"
NAS008,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=748, expected=705.0"
KAD001,2022-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=800, expected=730.0"
NAS015,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3341, expected=3214.0"
NAS001,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=410, expected=415.0"
LAG007,2023-01-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=471, expected=625.0"
AKS013,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=563, expected=610.0"
NAS012,2023-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1321, expected=1353.0"
CRS013,2024-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=740, expected=849.0"
KAD013,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2046, expected=1541.0"
BEN001,2024-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1674, expected=1747.0"
NAS008,2024-09-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=732, expected=739.0"
AKS010,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1829, expected=1572.0"
FCT007,2024-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4218, expected=4113.0"
BEN004,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=399, expected=413.0"
BEN004,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=379, expected=402.0"
CRS011,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=483, expected=459.0"
KAD005,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=265, expected=328.0"
RIV013,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2100, expected=2127.0"
KAD011,2022-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=556, expected=564.0"
BEN005,2024-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=579, expected=457.0"
LAG099,2023-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=646, expected=462.0"
LAG006,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5474, expected=4360.0"
AKS001,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=313, expected=306.0"
